,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income,age,fnlwgt,capital-gain,capital-loss,hours-per-week
26468,2,11,1,10,1,0,0,38,1,48,123075,0,0,40
26469,2,3,0,4,3,0,0,38,0,19,216804,0,0,33
26470,2,15,1,3,1,0,0,38,1,40,188291,0,0,40
26471,2,8,0,2,0,0,0,38,0,25,33610,0,0,45
26472,2,10,5,0,4,0,0,38,0,39,234901,0,0,40
26473,6,9,1,6,1,0,0,38,0,34,349148,0,0,40
26474,2,8,5,4,4,0,1,38,0,30,168443,0,0,30
26475,2,8,0,4,4,1,1,38,0,43,211860,0,0,24
26476,2,12,1,3,1,2,0,29,1,35,193961,0,0,40
26477,3,14,1,3,1,0,0,38,1,36,52532,0,1887,50
26478,6,8,1,8,1,0,0,38,1,59,75804,0,0,65
26479,6,8,1,6,1,0,0,38,0,33,176185,0,0,40
26480,2,9,0,2,3,0,0,38,0,22,306779,0,0,50
26481,2,8,1,6,1,0,0,38,0,48,265192,0,0,45
26482,2,8,6,0,4,0,1,38,0,54,139347,0,0,40
26483,2,9,4,0,0,0,1,38,0,49,107682,0,0,38
26484,2,12,0,10,0,0,1,38,0,37,34173,0,0,40
26485,2,8,1,9,1,1,0,38,0,45,128378,0,0,40
26486,7,9,5,5,0,0,1,38,0,51,195638,0,0,40
26487,2,9,1,6,1,0,0,38,0,46,59287,0,0,40
26488,6,12,1,1,2,0,1,38,1,31,162442,0,0,40
26489,2,5,0,5,3,0,1,38,0,29,350603,0,0,38
26490,2,9,1,0,3,1,1,38,1,39,344743,0,0,50
26491,2,8,1,2,1,0,0,38,0,35,112077,5013,0,40
26492,2,12,0,0,3,0,1,38,1,26,176795,0,0,40
26493,2,9,1,0,1,0,0,38,1,51,137815,7298,0,40
26494,2,13,1,3,1,2,0,34,0,31,309620,0,0,6
26495,2,8,1,9,1,0,0,38,1,39,336880,0,0,40
26496,2,6,0,4,5,0,0,25,0,26,206600,0,0,30
26497,2,12,1,10,1,0,0,38,0,25,193051,0,0,35
26498,5,9,1,0,1,0,0,38,1,61,229062,0,1887,40
26499,2,8,4,5,3,0,1,38,0,49,62793,0,0,40
26500,2,12,0,3,0,0,1,25,0,53,264939,0,0,45
26501,2,0,1,9,1,0,0,7,0,52,370552,0,0,40
26502,2,8,1,7,1,0,0,38,0,52,163678,0,0,55
26503,3,12,6,1,0,4,1,38,0,74,89667,0,0,35
26504,2,8,4,0,0,1,0,38,0,50,558490,0,0,40
26505,2,12,0,5,0,0,1,38,1,29,124680,13550,0,35
26506,2,3,6,11,0,0,0,38,0,76,208843,0,0,30
26507,2,8,0,0,3,0,1,38,0,19,95078,0,0,15
26508,2,8,1,7,1,0,0,38,0,25,169679,0,0,40
26509,2,8,4,0,4,0,1,38,0,45,101320,0,0,40
26510,2,10,4,0,3,0,1,38,0,34,168906,0,0,35
26511,2,9,0,4,3,0,1,38,0,20,212582,0,0,16
26512,3,13,6,0,0,0,0,38,0,66,170617,0,0,6
26513,6,12,1,4,2,1,1,38,0,63,170529,0,0,45
26514,2,9,1,10,1,0,0,38,0,27,99897,0,0,40
26515,2,9,1,0,1,0,0,38,0,41,104892,2829,0,40
26516,2,8,1,4,1,0,0,26,0,43,175224,0,0,60
26517,2,8,0,0,3,0,1,38,0,23,149704,0,0,40
26518,5,9,4,0,4,1,1,38,0,37,214542,0,0,40
26519,2,12,1,1,1,0,0,38,0,31,167319,0,0,40
26520,4,9,1,6,1,0,0,38,0,33,43716,0,0,4
26521,2,10,0,5,3,0,0,38,0,28,191935,0,0,20
26522,4,8,6,2,0,0,1,38,0,70,158642,2993,0,20
26523,2,9,4,0,4,0,1,38,0,35,338611,0,0,40
26524,2,10,1,10,1,0,0,38,1,41,136419,0,0,75
26525,2,6,0,4,5,0,1,38,0,17,72321,0,0,12
26526,3,12,1,3,2,1,1,38,1,41,189956,0,0,40
26527,2,11,4,5,0,0,0,38,0,44,403782,0,0,45
26528,2,3,1,6,1,0,0,25,0,47,456661,0,0,40
26529,2,8,0,2,3,1,0,38,0,24,279041,0,0,40
26530,6,11,4,4,4,0,1,38,0,38,65716,0,0,40
26531,2,9,1,1,1,1,0,22,0,34,189809,0,0,52
26532,3,8,4,4,0,1,1,38,0,62,223637,0,0,35
26533,3,8,1,0,1,0,0,38,0,27,199343,0,0,38
26534,2,9,1,0,2,0,1,38,1,59,139344,0,0,40
26535,2,13,1,1,1,0,0,38,0,35,119098,0,0,40
26536,2,8,5,4,4,1,1,38,0,38,195025,0,0,32
26537,2,9,0,4,3,0,1,38,0,28,186720,0,0,50
26538,2,8,0,0,5,0,1,38,0,28,328923,0,0,38
26539,4,4,1,7,1,0,0,38,0,59,159472,0,0,40
26540,2,9,5,0,3,0,1,38,0,42,138662,0,0,40
26541,3,13,0,3,0,0,1,38,1,54,286342,0,0,32
26542,2,8,1,3,1,0,0,38,0,39,181705,0,0,45
26543,2,12,1,8,1,0,0,38,0,41,193882,0,0,40
26544,2,12,4,0,4,0,1,10,0,43,216497,0,0,40
26545,7,12,1,4,1,2,0,19,1,32,124919,0,0,50
26546,2,9,5,5,4,0,1,38,0,62,109463,0,1617,33
26547,2,8,4,0,0,0,1,38,0,58,256274,0,0,40
26548,2,8,4,6,0,0,0,38,0,43,326379,0,0,40
26549,6,9,1,0,1,0,0,38,0,67,174995,0,2457,40
26550,2,8,4,9,4,0,1,38,0,31,243142,0,0,40
26551,3,13,1,3,2,0,1,38,1,51,155118,0,0,70
26552,2,12,0,4,3,1,1,38,0,54,189607,0,0,36
26553,2,9,0,9,0,0,0,38,0,20,39478,0,0,70
26554,2,9,1,5,1,0,0,38,1,35,206951,0,0,40
26555,2,8,0,4,3,0,1,38,0,22,127647,0,0,36
26556,2,12,4,1,0,0,0,38,0,38,234298,6849,0,60
26557,2,8,1,1,1,0,0,38,0,42,182302,0,0,40
26558,4,13,1,0,1,0,0,38,1,44,166597,0,0,40
26559,6,8,1,8,1,0,0,38,1,28,33363,0,0,70
26560,7,9,1,1,1,0,0,38,1,74,167537,0,0,35
26561,2,8,1,1,2,1,1,38,0,34,179378,0,0,40
26562,4,8,1,3,1,0,0,38,0,50,297551,0,0,52
26563,2,11,6,1,4,0,1,38,0,50,198362,0,0,40
26564,2,8,1,2,1,0,0,38,0,43,240504,0,0,40
26565,6,8,1,6,1,0,0,38,0,29,169662,0,0,40
26566,1,8,5,7,4,1,1,38,0,30,164940,0,0,25
26567,2,8,1,1,1,0,0,38,1,61,210488,0,0,50
26568,2,9,0,0,3,2,1,39,0,21,154835,0,0,40
26569,2,12,0,4,0,0,0,26,0,27,333296,0,0,30
26570,2,14,1,3,1,0,0,19,1,47,192793,0,0,40
26571,2,10,4,3,4,0,1,38,0,39,49436,0,1380,40
26572,2,8,1,6,1,0,0,38,0,33,136331,0,0,40
26573,2,8,0,5,5,1,1,38,0,22,509048,0,0,37
26574,2,9,4,0,4,1,1,38,0,38,318610,0,0,40
26575,2,9,1,6,1,0,0,38,0,45,104521,0,0,40
26576,2,8,1,9,1,0,0,38,1,42,247695,0,0,45
26577,2,9,0,6,0,0,0,10,0,35,219546,0,0,45
26578,2,8,0,0,0,0,1,38,0,21,169699,0,0,40
26579,4,11,4,0,0,1,1,38,0,49,131302,0,0,44
26580,2,12,5,3,3,4,1,38,0,50,171852,0,0,40
26581,4,14,1,3,2,0,1,38,1,36,340091,0,0,36
26582,2,8,0,0,3,0,0,38,0,20,204641,0,0,20
26583,2,8,5,3,4,1,1,38,0,49,213431,0,0,40
26584,4,12,1,3,1,0,0,38,1,40,377018,0,0,60
26585,2,9,4,0,4,0,1,38,0,22,184543,0,0,40
26586,4,8,4,9,0,0,1,38,0,60,188236,0,0,40
26587,2,6,6,0,4,0,1,38,0,67,233022,0,0,20
26588,2,9,0,0,0,4,1,38,0,21,177420,0,0,40
26589,6,8,1,8,1,3,0,38,0,60,21101,0,0,50
26590,2,6,0,4,3,0,1,38,0,17,52486,0,0,12
26591,2,13,1,1,2,0,1,38,1,43,183273,15024,0,32
26592,4,12,1,1,1,0,0,38,1,49,36177,0,0,45
26593,2,12,5,3,0,1,1,38,1,41,124956,99999,0,60
26594,2,9,4,6,4,0,0,38,0,38,102350,0,0,40
26595,2,8,1,6,1,0,0,38,0,38,165930,0,0,40
26596,2,10,1,1,1,0,0,38,1,35,297574,0,0,99
26597,2,9,0,5,0,0,0,38,0,40,120277,0,0,40
26598,0,9,5,1,0,0,1,38,0,23,87569,0,0,40
26599,7,9,0,4,3,0,1,38,0,19,278220,0,1602,40
26600,2,8,1,7,1,0,0,38,1,40,155972,0,0,60
26601,4,8,4,0,4,0,1,38,0,46,162852,0,0,40
26602,2,9,2,0,4,0,1,38,0,25,64860,0,0,22
26603,2,8,1,9,1,1,0,38,1,36,226013,5178,0,40
26604,2,10,0,2,0,0,0,38,0,24,322674,0,0,48
26605,2,8,1,9,1,0,0,38,0,62,202242,0,0,48
26606,2,0,1,6,1,2,0,2,0,54,175262,0,0,40
26607,2,12,1,0,5,0,1,38,0,23,201682,0,0,40
26608,2,8,1,0,2,0,1,38,0,60,166330,0,0,40
26609,7,8,0,8,3,0,1,38,0,18,147612,0,0,8
26610,3,9,1,0,2,1,1,38,0,41,213154,0,0,40
26611,3,13,0,3,0,0,1,38,0,45,33798,0,0,40
26612,4,11,6,1,4,1,1,38,0,62,199198,0,0,40
26613,2,12,2,10,4,1,1,38,0,28,90915,0,0,40
26614,7,9,1,1,1,0,0,40,1,36,337778,0,0,60
26615,2,8,0,5,5,0,0,38,0,31,187203,0,0,40
26616,2,8,1,2,1,1,0,32,0,44,261497,0,0,40
26617,6,8,5,6,4,0,0,38,0,33,361817,0,0,50
26618,6,15,1,3,1,0,0,38,0,62,226546,0,0,16
26619,2,3,1,4,2,0,1,38,0,27,100168,0,0,40
26620,5,11,4,0,4,1,1,38,1,42,272625,0,0,40
26621,2,4,0,2,5,1,0,38,0,55,254516,0,0,37
26622,2,8,0,5,0,0,1,38,0,41,207375,0,0,50
26623,2,9,1,1,1,0,0,38,0,26,39092,4064,0,50
26624,2,9,1,0,2,0,1,38,1,45,48271,0,0,40
26625,6,8,6,8,0,0,0,38,0,67,152102,0,0,65
26626,2,11,1,6,1,0,0,38,0,25,234665,0,0,45
26627,7,8,1,6,1,0,0,38,1,30,127651,0,1887,48
26628,2,12,0,1,4,0,0,38,0,22,180060,0,0,40
26629,2,9,0,4,3,0,0,38,0,19,32477,0,0,20
26630,2,12,0,1,0,0,1,38,0,26,137658,0,0,45
26631,2,8,1,6,1,0,0,38,0,61,228287,0,0,50
26632,2,15,0,5,0,0,1,38,1,32,159442,13550,0,50
26633,2,8,4,0,0,0,1,38,0,43,33310,0,0,40
26634,2,8,4,13,0,0,1,38,0,53,270546,0,0,20
26635,5,9,4,0,0,0,0,38,0,53,290290,0,0,45
26636,7,7,4,6,0,0,0,38,0,42,287037,0,0,10
26637,2,8,1,0,2,0,1,38,1,36,128516,0,0,40
26638,6,12,1,1,1,0,0,38,0,55,185195,0,0,99
26639,5,12,1,3,1,0,0,38,1,35,49657,7298,0,40
26640,2,6,0,5,3,0,1,38,0,17,98005,0,0,16
26641,6,15,4,3,0,0,1,38,0,55,283635,0,0,35
26642,2,8,1,1,1,0,0,38,0,36,98360,0,0,40
26643,3,13,1,3,2,0,1,38,1,40,202872,0,0,40
26644,6,5,4,4,0,1,1,38,0,54,118365,0,0,10
26645,6,12,4,3,0,0,0,38,0,45,184285,0,0,45
26646,2,9,1,10,1,0,0,38,1,48,345831,0,0,40
26647,3,15,0,1,0,0,0,38,1,40,99679,0,0,60
26648,2,12,1,3,1,0,0,38,0,31,253354,0,0,50
26649,2,12,0,0,3,2,0,35,0,26,190650,0,0,40
26650,2,9,1,1,2,0,1,38,1,34,287737,0,1485,40
26651,2,8,0,0,3,4,1,32,0,19,204389,0,0,25
26652,5,10,1,6,1,0,0,38,0,31,294870,0,0,40
26653,2,8,0,3,0,0,1,38,0,34,159442,0,0,30
26654,3,13,1,1,1,0,0,38,1,55,161662,0,0,55
26655,2,9,1,6,1,0,0,38,0,38,52738,0,0,40
26656,2,8,0,2,5,0,0,25,0,21,252024,0,0,20
26657,2,3,1,6,1,0,0,38,0,27,189702,0,0,40
26658,2,8,5,4,0,1,0,38,0,35,407913,0,0,40
26659,2,9,0,0,3,4,1,38,0,20,166527,0,0,20
26660,6,11,0,4,4,0,1,38,0,24,34918,0,0,38
26661,2,13,0,10,0,0,0,23,0,27,142712,0,0,40
26662,5,6,0,9,3,0,0,38,0,18,201686,0,0,4
26663,3,9,2,0,4,0,1,38,0,28,179759,0,0,40
26664,2,8,4,7,0,0,1,38,0,36,94954,0,0,40
26665,2,9,1,7,1,0,0,38,0,66,350498,0,1258,20
26666,2,9,0,4,3,0,1,38,0,19,201743,0,0,15
26667,6,5,1,1,2,0,1,38,0,59,119344,0,0,36
26668,2,8,1,7,1,0,0,38,0,33,149726,0,0,46
26669,2,3,5,2,0,0,0,25,0,28,419146,0,0,40
26670,2,12,0,4,0,0,0,38,0,34,174789,0,2001,40
26671,2,9,4,0,0,0,1,38,0,41,171234,0,0,55
26672,2,6,1,6,1,0,0,38,0,30,206325,0,0,45
26673,2,8,1,6,1,0,0,38,0,59,202682,0,0,40
26674,2,12,1,5,1,0,0,38,0,42,121055,0,0,60
26675,2,8,5,3,5,1,1,38,1,47,160187,14084,0,38
26676,2,5,2,0,4,0,1,25,0,29,84366,0,0,40
26677,2,9,2,9,0,0,0,38,1,60,139391,0,0,50
26678,3,8,1,6,1,0,0,38,0,53,124094,5013,0,35
26679,2,3,1,1,1,0,0,38,0,41,30759,0,0,60
26680,2,9,4,5,4,0,1,38,0,32,137875,0,0,30
26681,5,8,6,10,0,0,1,38,1,73,139049,0,0,22
26682,2,8,0,5,0,0,1,38,0,20,238384,0,0,30
26683,2,13,1,5,1,0,0,38,1,49,340755,0,0,40
26684,3,12,0,3,4,0,0,38,0,36,224947,0,0,40
26685,4,9,4,0,4,0,1,38,0,33,111994,0,0,45
26686,2,9,0,4,0,2,1,38,0,25,125491,0,0,34
26687,0,8,1,11,1,1,0,38,0,34,310525,0,0,10
26688,0,9,0,0,3,2,1,38,0,19,71592,0,0,40
26689,3,10,1,11,1,0,0,38,0,40,99185,0,0,40
26690,2,8,1,7,1,0,0,38,0,48,249935,0,0,44
26691,2,9,1,2,1,0,0,38,0,51,206775,0,0,50
26692,2,10,0,2,3,1,0,22,0,22,230704,0,0,20
26693,2,9,1,3,1,1,0,38,0,34,242361,0,0,50
26694,2,5,1,5,2,0,1,38,0,22,134746,0,0,40
26695,7,8,1,1,1,0,0,38,0,34,198613,0,2002,40
26696,2,8,4,4,0,0,0,38,0,56,174040,0,0,40
26697,2,8,1,9,1,0,0,38,0,49,165953,0,1902,40
26698,2,12,0,4,0,0,1,38,0,36,273604,0,0,40
26699,2,9,0,5,3,0,1,38,0,18,192409,0,0,20
26700,6,8,0,6,3,0,0,38,0,26,102476,0,0,50
26701,2,8,1,1,1,0,0,38,0,48,234504,0,0,50
26702,6,8,1,1,1,0,0,38,0,35,468713,0,0,40
26703,2,8,0,2,3,0,0,38,0,29,84560,0,0,40
26704,2,8,1,6,1,0,0,38,1,47,148995,0,0,40
26705,2,11,1,0,2,0,1,38,0,21,34816,0,0,12
26706,2,9,0,5,0,0,1,38,0,28,211184,0,0,50
26707,2,9,1,7,1,0,0,38,1,53,33304,0,0,40
26708,5,8,4,0,0,0,1,38,0,65,179985,0,0,40
26709,2,9,2,0,4,0,1,38,0,26,219815,0,0,40
26710,2,12,1,1,1,0,0,38,1,50,134766,0,1902,50
26711,2,8,1,6,1,0,0,38,0,26,106548,0,0,50
26712,2,8,1,3,1,0,0,38,0,70,89787,0,0,20
26713,2,9,4,9,3,0,0,38,0,55,164857,0,0,40
26714,5,12,0,7,5,0,0,38,0,27,257124,0,0,35
26715,2,9,1,1,1,0,0,4,1,31,227446,0,0,40
26716,2,12,1,5,1,0,0,38,1,43,125461,0,1902,55
26717,2,6,1,6,1,0,0,38,0,24,189749,0,0,40
26718,2,3,0,4,4,0,1,25,0,22,176321,0,0,40
26719,2,8,0,6,4,1,1,38,0,26,284250,0,0,40
26720,2,5,0,6,0,0,1,38,0,23,101885,0,0,40
26721,6,8,1,8,1,0,0,38,0,41,134130,0,0,60
26722,2,13,1,5,1,0,0,38,0,52,260938,0,0,40
26723,6,8,1,8,2,0,1,38,0,41,238184,0,0,40
26724,6,5,1,8,1,0,0,38,0,59,148626,0,0,40
26725,6,9,1,1,2,0,1,38,1,56,48102,0,1977,50
26726,2,8,4,6,0,0,0,38,1,58,234213,14344,0,48
26727,2,12,1,1,1,0,0,38,1,65,113323,0,0,40
26728,3,12,0,3,0,2,0,38,0,24,34246,0,0,40
26729,2,10,1,5,1,0,0,38,1,51,175070,5178,0,45
26730,2,9,1,2,1,0,0,38,0,31,279680,0,0,45
26731,2,8,6,3,0,0,1,38,0,84,188328,0,0,16
26732,2,9,1,6,1,0,0,38,0,51,96609,0,0,40
26733,3,12,0,3,0,0,0,38,0,24,84257,0,0,50
26734,2,8,1,9,1,0,0,38,0,30,275632,0,0,45
26735,2,5,0,4,0,0,0,25,0,22,385540,0,0,40
26736,2,13,0,3,0,0,0,20,0,30,196342,0,0,40
26737,2,9,4,1,4,0,1,38,0,47,97176,0,0,40
26738,2,8,0,5,3,0,1,38,0,19,197714,0,0,35
26739,6,9,4,0,4,0,1,38,0,43,147099,0,0,36
26740,2,12,0,1,0,0,1,38,0,30,186346,0,0,50
26741,2,13,4,1,0,0,1,38,0,46,73434,0,0,45
26742,3,12,1,3,1,0,0,38,0,49,275074,0,0,60
26743,2,2,0,9,4,0,1,25,0,37,209214,0,0,40
26744,2,13,0,1,0,0,0,38,0,42,210525,0,0,40
26745,2,9,1,5,1,0,0,38,0,57,372020,5013,0,50
26746,2,10,0,0,0,0,1,38,0,46,176684,0,0,40
26747,2,9,0,4,3,0,1,38,0,23,210474,0,0,20
26748,2,12,1,6,1,0,0,38,1,26,293690,0,0,58
26749,2,13,0,3,5,0,1,38,0,64,149775,0,0,8
26750,2,8,0,0,4,0,1,10,0,20,323009,0,0,40
26751,2,8,4,7,0,0,0,38,0,31,126950,0,0,40
26752,2,12,1,10,1,0,0,38,1,38,172538,0,1977,40
26753,2,9,4,9,0,0,0,38,0,44,115411,0,0,40
26754,6,11,1,6,1,2,0,38,0,42,101709,2885,0,40
26755,2,12,0,1,4,0,0,38,0,23,265356,0,0,40
26756,3,13,1,3,1,0,0,38,1,31,192565,0,0,90
26757,6,6,1,6,1,0,0,38,0,35,348771,0,0,36
26758,6,9,4,6,0,0,0,38,0,30,148959,0,0,35
26759,2,8,4,6,3,0,0,38,0,35,126569,0,0,20
26760,2,8,2,0,3,0,1,38,0,40,105936,0,0,38
26761,2,6,0,4,3,0,1,38,0,18,188076,0,0,20
26762,2,5,0,7,3,2,0,15,0,23,184400,0,0,30
26763,2,8,1,0,1,1,0,38,0,63,124242,0,0,40
26764,4,8,0,7,3,0,0,38,0,20,200819,0,0,40
26765,3,13,1,1,1,0,0,38,1,50,100480,0,0,60
26766,2,13,1,5,1,0,0,38,0,49,129513,0,0,45
26767,6,5,1,8,1,0,0,38,0,53,297796,0,0,40
26768,2,8,5,0,3,0,1,38,0,34,195488,0,0,40
26769,2,8,4,7,0,0,0,38,1,54,153486,0,0,56
26770,2,9,1,0,1,0,0,38,1,40,126845,0,0,40
26771,2,12,0,5,0,0,1,38,0,22,206974,0,0,40
26772,2,5,0,8,5,0,0,25,0,28,412149,0,0,35
26773,2,8,0,6,3,0,0,7,0,24,653574,0,0,40
26774,2,1,0,4,4,0,1,7,0,37,70562,0,0,48
26775,2,8,1,5,2,0,1,38,0,62,197514,0,0,16
26776,5,9,0,9,0,0,0,38,0,19,309284,0,0,40
26777,2,11,6,3,4,2,1,38,0,51,334679,0,0,40
26778,2,9,6,0,0,0,1,38,0,65,105116,2346,0,40
26779,2,8,0,0,3,0,1,38,0,31,151484,0,0,8
26780,7,9,4,1,4,0,0,38,1,42,78765,0,0,90
26781,2,8,1,4,2,1,1,38,0,42,98427,0,0,35
26782,2,10,1,6,1,0,0,4,0,54,230767,0,0,40
26783,2,12,0,1,3,0,1,38,0,23,117606,0,0,60
26784,2,8,0,4,0,0,1,38,0,28,68642,0,0,46
26785,2,6,4,6,0,0,0,38,0,42,341638,0,0,40
26786,2,8,0,1,0,1,0,38,0,30,65920,0,0,40
26787,5,8,1,6,1,0,0,38,0,33,188246,0,0,40
26788,2,8,4,10,0,0,1,38,0,33,198727,0,0,40
26789,2,8,4,9,4,0,0,38,0,39,160728,2977,0,40
26790,2,6,1,2,1,0,0,38,0,27,706026,0,0,40
26791,3,6,0,8,3,1,0,38,0,20,348148,0,0,40
26792,2,2,1,8,1,2,0,29,0,62,77884,0,0,40
26793,2,5,0,5,5,0,0,38,0,17,160758,0,0,30
26794,2,9,4,0,0,1,1,38,1,58,201112,0,0,55
26795,7,13,1,1,1,0,0,38,1,69,107850,6514,0,40
26796,2,12,1,3,1,0,0,38,1,34,230246,0,0,42
26797,2,12,5,5,0,0,0,38,1,34,203034,0,2824,50
26798,2,8,0,2,3,0,0,38,0,20,373935,0,0,35
26799,5,9,1,0,2,0,1,38,1,64,341695,0,0,40
26800,2,9,1,6,1,0,0,17,0,27,119793,0,0,55
26801,2,8,1,0,2,0,1,38,1,41,178002,0,0,40
26802,2,3,1,6,1,0,0,7,0,40,233130,0,0,40
26803,3,13,1,0,1,0,0,38,1,53,192982,0,0,38
26804,2,14,0,3,0,0,0,38,0,44,33155,0,0,45
26805,2,2,0,0,5,0,1,25,0,37,187346,0,0,40
26806,2,12,1,10,1,0,0,38,1,46,78529,0,0,60
26807,2,4,0,9,3,0,0,38,0,17,101626,0,0,20
26808,2,8,4,6,0,0,0,38,0,35,117567,0,0,40
26809,3,10,5,0,4,0,1,38,0,36,110791,0,0,40
26810,4,8,1,2,1,0,0,38,1,49,207120,0,0,40
26811,2,15,4,3,4,0,1,38,0,48,43206,0,0,25
26812,2,12,0,5,5,0,0,38,0,26,120238,0,0,40
26813,2,10,0,0,0,0,1,38,0,26,189219,0,0,8
26814,4,8,1,6,1,0,0,38,0,35,190895,0,0,40
26815,2,4,0,9,0,0,0,38,0,29,83517,0,0,40
26816,2,9,1,5,1,0,0,38,1,54,35557,7298,0,50
26817,3,9,5,0,3,1,0,38,0,36,59313,0,0,40
26818,2,12,1,3,1,0,0,38,0,25,202033,0,0,40
26819,3,5,0,4,3,0,0,38,0,18,55658,0,0,25
26820,2,9,0,5,3,1,1,38,0,21,118186,0,0,20
26821,2,8,1,4,3,1,0,38,0,22,279901,0,0,40
26822,2,8,1,6,1,0,0,7,1,52,110954,0,0,45
26823,6,9,1,4,2,0,1,38,0,36,90159,0,0,40
26824,2,12,0,1,3,0,1,38,0,25,122489,0,1726,60
26825,6,14,0,3,0,0,0,38,1,49,43348,99999,0,70
26826,2,9,1,5,1,0,0,38,1,42,34278,0,0,50
26827,2,11,1,5,1,0,0,38,0,37,37778,0,0,54
26828,2,10,0,6,3,0,0,38,0,39,160623,0,0,40
26829,2,12,0,3,0,0,0,38,0,32,342458,0,0,40
26830,2,8,1,1,1,0,0,38,0,53,64322,0,0,40
26831,2,6,1,6,1,0,0,38,0,30,373914,0,0,40
26832,2,9,1,10,2,0,1,38,1,51,205884,0,0,40
26833,3,11,4,0,0,1,1,38,0,62,208266,0,0,40
26834,2,2,1,9,1,0,0,25,0,38,222450,0,0,40
26835,2,12,0,10,0,0,0,38,0,23,348420,0,0,40
26836,2,8,1,9,1,0,0,38,0,39,136081,0,2051,40
26837,5,9,0,0,3,0,0,38,0,37,197284,0,0,40
26838,3,10,1,3,2,0,1,38,0,27,204773,0,0,40
26839,2,9,1,9,1,0,0,38,0,41,206066,0,0,40
26840,6,12,1,5,1,0,0,38,1,47,61885,0,0,40
26841,2,9,1,1,2,1,1,38,1,25,299908,0,0,40
26842,2,10,4,4,4,0,1,38,0,35,46028,0,0,50
26843,2,8,1,6,1,0,0,38,1,47,239865,0,1977,45
26844,2,8,0,4,0,0,0,32,0,30,154587,0,0,40
26845,2,11,1,10,1,0,0,38,0,29,244473,0,2051,40
26846,2,11,1,1,2,0,1,38,1,36,32334,0,0,50
26847,2,12,2,7,0,0,0,38,0,42,319588,0,0,60
26848,2,8,1,7,1,1,0,38,0,51,226735,0,0,40
26849,2,8,4,0,3,0,0,38,0,34,226443,0,0,40
26850,7,8,4,6,0,0,0,31,0,44,359259,0,0,60
26851,2,12,0,9,0,0,0,38,0,27,36851,0,0,41
26852,2,8,5,2,0,1,0,38,0,39,393480,0,0,40
26853,2,8,4,6,0,0,0,38,0,46,33109,0,1741,40
26854,6,8,4,5,3,0,0,38,0,32,188246,0,1590,62
26855,2,12,0,5,0,1,1,38,0,31,231569,0,0,50
26856,2,6,0,6,4,0,0,38,0,23,353010,0,0,35
26857,2,13,1,1,1,0,0,38,1,47,102628,15024,0,55
26858,2,12,1,3,1,0,0,38,0,66,262285,0,0,99
26859,2,8,0,9,3,0,0,38,0,26,160300,0,0,40
26860,2,8,1,2,1,0,0,38,1,52,156953,0,0,40
26861,7,6,6,1,0,0,1,38,0,53,136823,0,0,30
26862,6,12,1,1,1,2,0,23,0,48,160724,0,0,40
26863,7,10,5,1,4,0,0,38,0,37,86459,0,0,50
26864,2,6,0,4,3,0,1,38,0,17,238628,0,0,5
26865,2,11,1,6,1,0,0,38,1,50,339954,0,0,40
26866,0,8,0,11,5,0,1,25,0,28,222005,0,0,40
26867,5,6,0,0,0,1,1,38,0,17,99893,0,1602,40
26868,2,9,4,6,4,1,0,38,0,39,214117,0,0,40
26869,5,12,0,10,0,1,1,38,0,28,298661,0,0,40
26870,2,10,4,6,0,0,0,38,0,38,179488,0,0,40
26871,2,8,1,7,1,0,0,38,1,53,48343,0,1902,40
26872,3,12,4,3,0,0,0,38,0,28,100270,0,0,40
26873,2,9,1,3,1,0,0,38,1,42,227065,15024,0,32
26874,2,4,0,7,0,0,0,38,0,40,126701,0,0,45
26875,2,9,0,9,3,0,0,38,0,20,209131,0,0,40
26876,4,12,1,11,1,0,0,38,1,32,400132,0,0,40
26877,4,12,0,0,3,0,0,38,0,23,278155,0,0,40
26878,2,12,0,5,3,2,0,39,0,25,139012,2174,0,40
26879,2,8,1,6,1,2,0,35,0,41,178431,0,0,40
26880,2,12,1,3,1,0,0,38,1,42,511068,7688,0,40
26881,2,7,0,5,3,0,0,38,0,18,199039,594,0,14
26882,3,12,1,3,1,0,0,10,1,29,190525,0,1848,60
26883,2,8,1,5,1,0,0,38,0,36,115700,0,0,50
26884,2,5,1,6,1,0,0,38,0,34,167832,0,0,40
26885,2,8,4,6,4,0,0,38,0,34,218164,0,0,44
26886,4,15,1,3,1,0,0,38,1,48,171926,15024,0,50
26887,7,15,1,3,1,0,0,38,1,36,242080,0,0,80
26888,5,8,6,4,4,0,0,38,0,67,223257,0,0,40
26889,2,8,1,6,1,0,0,38,1,53,386773,7298,0,40
26890,6,12,1,1,1,0,0,38,1,53,105478,0,2415,40
26891,2,14,4,3,0,0,0,38,1,45,140644,0,0,45
26892,2,5,5,4,4,0,1,38,0,22,205970,0,0,35
26893,2,12,1,1,1,0,0,38,0,25,216583,0,0,43
26894,2,9,4,4,0,0,1,38,0,61,162432,0,0,40
26895,3,9,0,0,0,1,1,38,0,31,83671,0,0,40
26896,7,8,1,3,1,0,0,10,0,47,205100,0,0,38
26897,2,1,1,3,1,0,0,38,0,31,195750,0,0,45
26898,2,4,0,5,5,4,1,25,0,17,220562,0,0,32
26899,7,9,1,5,1,0,0,38,1,38,312232,0,0,50
26900,2,8,1,2,1,1,0,0,0,23,386337,0,0,40
